"","Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"32","C1_Identity__DOWN","GO:0140053","mitochondrial gene expression","49/2154","156/11518",0.314102564102564,1.679588362736,4.09866733416736,8.62365731740169e-05,0.0146184900654664,0.0146184900654664,"MRPL43/AURKAIP1/GADD45GIP1/MRPL41/MRPS34/MRPL28/MRPL12/MRPL4/MRPL55/MRPL57/PTCD1/MRPS2/MRPL23/MRPS12/MRPS26/MRPL11/CHCHD10/MRPL52/POLRMT/MRPS11/COA3/MRPL34/FASTK/MPV17L2/MRPL17/MRPS18A/TUFM/HSD17B10/MRPL36/MRPL54/MRPL2/MRPS15/MRPL37/RPUSD3/TBRG4/MALSU1/MRPL40/MRPL20/MRPL58/MRPL14/PUS1/MRPL46/MTG2/TACO1/UQCC2/MRPL24/MRPL51/MRPL27/MRPL21",49
"33","C1_Identity__DOWN","GO:0050879","multicellular organismal movement","19/2154","45/11518",0.422222222222222,2.25773238419478,4.05431822646002,0.000223799326849715,0.0367520457061016,0.0367520457061016,"C12orf57/TCAP/MYH14/GAA/TNNI3/DMPK/JSRP1/TNNC1/XRCC1/GSTO1/COL6A1/REM1/CAV3/TNNT1/MYH7/TNNT3/TNNC2/COMP/KBTBD13",19
"34","C1_Identity__DOWN","GO:0006753","nucleoside phosphate metabolic process","124/2154","499/11518",0.248496993987976,1.32877826218826,3.60117401100813,0.000300787040503968,0.0478980575105562,0.0478980575105562,"ATP5F1D/DNPH1/NDUFS8/NDUFB7/ARL2/ANTKMT/BAD/UQCC3/NDUFS6/NDUFS7/TSPO/JMJD8/MLST8/GUK1/SIRT6/NDUFA3/NME3/PGAM2/NT5M/MVD/NAPRT/ACOT7/SLC52A2/DCXR/ACOT8/NME4/NUDT14/NDUFA11/NT5C/FIS1/NDUFA2/PGLS/APRT/NDUFB10/TALDO1/NTHL1/ALDOA/NDUFV1/GALK1/DNAJC30/NDUFB11/ABCD1/DTYMK/ZBTB7A/RPTOR/NMRK2/COASY/EIF6/PMVK/NUDT8/SLC2A6/PINK1/MVK/HSPA1A/PFKL/TECR/NAXE/AK1/DGAT1/ATP5IF1/ITPA/SLC25A1/MDH2/NDUFV3/HSPA1B/TREX1/CBFA2T3/PFKP/PDK2/ATP5ME/SPHK2/GCDH/DCTPP1/NDUFB2/NDUFC1/ATP5MF/GAPDH/MLYCD/GIT1/NDUFB9/NDUFA6/IDH2/TGFB1/NDUFS3/PARP10/ENO3/GPI/NUDT2/NDUFAB1/ATP5F1E/TAFAZZIN/VPS9D1/ATP5MC2/PPCDC/NUPR1/NDUFS5/COL6A1/IMPDH1/NDUFA9/GMPR/UCKL1/NDUFA1/TYMP/NDUFA8/HAAO/KCNAB2/ATP5MC1/QPRT/ND6/SDHA/TK1/MYH7/G6PD/SLC52A3/TP53I3/ENTPD2/ACOT11/PC/NOS3/ATP5MGL/UCP2/IER3/OGDHL/CDA",124
"35","C2_Identity__UP","GO:0002181","cytoplasmic translation","90/2492","154/11518",0.584415584415584,2.70116320276834,11.1670064193757,2.16818725338257e-23,1.13894876420186e-19,1.13521719982367e-19,"UBA52/EIF3K/RPL37A/RPL38/RPL27A/RPS21/RPS11/RPL35/FAU/RPL8/RPLP2/RPS20/RPL27/RPL37/RPL32/RPL18/RPL24/RPL21/RPL35A/RPS24/RPS16/RPLP1/RPL13A/RPL31/RPL36/RPL11/RPL13/RPL26/RPS27/RPL23/RPS19/EIF3G/EIF3F/RPL34/EIF2B4/MCTS1/RPS3/EIF3B/RPS27A/RPS14/RPS29/RPS8/RPS15/RPL28/RPS12/RPL12/RPL19/RPS9/RPL39/RPL18A/RPS5/RPL23A/RPL26L1/RACK1/RPSA/RPL7A/RPL14/EIF3I/RPL41/RPS28/RPS15A/RPS18/RPL29/RPS6/DRG2/RPL30/RPL10A/RPS4X/RPS23/RPS7/RPS2/EIF2B3/RPL10/RPS25/RPS13/RPL6/RPL5/RPS26/RPL22/DRG1/RPS10/RPL7/RPLP0/RPS3A/RPL3/PKM/RPL22L1/RPL9/EIF3CL/ZNF385A",90
"36","C2_Identity__UP","GO:0006119","oxidative phosphorylation","79/2492","136/11518",0.580882352941177,2.68483264092154,10.3851546704538,1.84842614419386e-20,4.85489126772518e-17,4.83898507432646e-17,"SDHAF2/ATP5F1E/DGUOK/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/COX4I1/NDUFV3/UQCC2/CHCHD2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/STOML2/COX8A/UQCRQ/NDUFS3/UQCC3/COX7A1/COX6C/NDUFA1/COX6A1/NDUFA11/CHCHD10/COX7C/NDUFV1/DNAJC30/ATP5MG/COX7A2/NDUFB7/ATP5F1D/NDUFAB1/COX5B/COX5A/UQCRC1/TAFAZZIN/ATP5PD/UQCRH/ATP5PO/COX7B/NDUFA6/UQCRB/NDUFA8/PINK1/COX6A2/ATP5PF/NDUFA12/NDUFC1/NUPR1/NDUFS7/NDUFA4/ANTKMT/CYC1/NDUFS4/UQCRHL/UQCRFS1/SHMT2/NDUFB6/ND3/NDUFC2/PPIF/NDUFB3/NDUFB4/SDHA/MTCO2P12/ABCD1",79
"37","C2_Identity__UP","GO:0042773","ATP synthesis coupled electron transport","60/2492","94/11518",0.638297872340426,2.95020661862641,9.97542696803,1.13225147533317e-18,1.48692924998128e-15,1.4820575890282e-15,"SDHAF2/DGUOK/NDUFA2/NDUFS6/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/COX4I1/NDUFV3/CHCHD2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/COX8A/UQCRQ/NDUFS3/UQCC3/COX7A1/COX6C/NDUFA1/COX6A1/COX7C/NDUFV1/COX7A2/NDUFB7/NDUFAB1/COX5B/COX5A/UQCRC1/TAFAZZIN/UQCRH/COX7B/NDUFA6/UQCRB/NDUFA8/PINK1/COX6A2/NDUFA12/NDUFC1/NDUFS7/NDUFA4/CYC1/NDUFS4/UQCRHL/UQCRFS1/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/SDHA/MTCO2P12",60
"38","C2_Identity__UP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","60/2492","94/11518",0.638297872340426,2.95020661862641,9.97542696803,1.13225147533317e-18,1.48692924998128e-15,1.4820575890282e-15,"SDHAF2/DGUOK/NDUFA2/NDUFS6/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/COX4I1/NDUFV3/CHCHD2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/COX8A/UQCRQ/NDUFS3/UQCC3/COX7A1/COX6C/NDUFA1/COX6A1/COX7C/NDUFV1/COX7A2/NDUFB7/NDUFAB1/COX5B/COX5A/UQCRC1/TAFAZZIN/UQCRH/COX7B/NDUFA6/UQCRB/NDUFA8/PINK1/COX6A2/NDUFA12/NDUFC1/NDUFS7/NDUFA4/CYC1/NDUFS4/UQCRHL/UQCRFS1/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/SDHA/MTCO2P12",60
"39","C2_Identity__UP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","62/2492","100/11518",0.62,2.86563402889246,9.84526642338296,2.56046803919315e-18,2.69002772197633e-15,2.68121432146247e-15,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/NDUFA12/NDUFC1/TMSB4X/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/ATP5MGL/ENO1/IMPDH1/VPS9D1/SDHA/TGFB1/TREM2",62
"40","C2_Identity__UP","GO:0019646","aerobic electron transport chain","56/2492","86/11518",0.651162790697674,3.00966814737392,9.82898120661036,4.11979310676361e-18,3.60687886497154e-15,3.59506156369161e-15,"SDHAF2/NDUFA2/NDUFS6/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/COX4I1/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/COX8A/UQCRQ/NDUFS3/UQCC3/COX7A1/COX6C/NDUFA1/COX6A1/COX7C/NDUFV1/COX7A2/NDUFB7/NDUFAB1/COX5B/COX5A/UQCRC1/UQCRH/COX7B/NDUFA6/UQCRB/NDUFA8/PINK1/COX6A2/NDUFC1/NDUFS7/NDUFA4/CYC1/NDUFS4/UQCRHL/UQCRFS1/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/SDHA/MTCO2P12",56
"41","C2_Identity__UP","GO:0009145","purine nucleoside triphosphate biosynthetic process","62/2492","101/11518",0.613861386138614,2.83726141474501,9.74432316091462,5.24637589402449e-18,3.93703036733009e-15,3.92413138298915e-15,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/NDUFA12/NDUFC1/TMSB4X/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/ATP5MGL/ENO1/IMPDH1/VPS9D1/SDHA/TGFB1/TREM2",62
"42","C2_Identity__UP","GO:0009201","ribonucleoside triphosphate biosynthetic process","63/2492","106/11518",0.594339622641509,2.74703201187195,9.49443120115942,2.84273364918817e-17,1.86660998239818e-14,1.86049436461342e-14,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/NDUFA12/NDUFC1/TMSB4X/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/SDHA/TGFB1/TREM2",63
"43","C2_Identity__UP","GO:0006754","ATP biosynthetic process","57/2492","92/11518",0.619565217391304,2.86362446786238,9.42977315520473,6.27692657847967e-17,3.66363281297263e-14,3.65162956741028e-14,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/NDUFA8/PINK1/ATP5PF/NUDT2/NDUFA12/NDUFC1/TMSB4X/NDUFS7/ANTKMT/NDUFS4/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/ATP5MGL/ENO1/VPS9D1/SDHA/TGFB1/TREM2",57
"44","C2_Identity__UP","GO:0015986","proton motive force-driven ATP synthesis","48/2492","71/11518",0.676056338028169,3.12472588339023,9.43587717818728,1.04392524541818e-16,5.48373931418171e-14,5.46577281127372e-14,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/STOML2/NDUFS3/ATP5MJ/NDUFA1/NDUFA11/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/NDUFA8/ATP5PF/NDUFA12/NDUFC1/NDUFS7/ANTKMT/NDUFS4/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/ATP5MGL/VPS9D1/SDHA",48
"45","C2_Identity__UP","GO:0009142","nucleoside triphosphate biosynthetic process","65/2492","114/11518",0.570175438596491,2.63534538593675,9.21996662797958,1.66178560550223e-16,7.93578162336656e-14,7.90978143709866e-14,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/NDUFB2/NDUFV3/NDUFB10/NDUFS8/DTYMK/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/ATP5MK/NDUFB7/ATP5F1D/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/ATP5PO/NDUFA6/ALDOA/NDUFA8/PINK1/NME4/ATP5PF/NUDT2/NDUFA12/NDUFC1/TMSB4X/NME3/IMPDH2/NDUFS7/ANTKMT/NDUFS4/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/SDHA/TGFB1/TREM2",65
"46","C2_Identity__UP","GO:0009060","aerobic respiration","89/2492","183/11518",0.486338797814208,2.24785323965652,8.94075782194039,3.78260238894818e-16,1.65583419576207e-13,1.65040914759897e-13,"SDHAF2/ATP5F1E/BLOC1S1/DGUOK/NDUFA2/SURF1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/COX4I1/ARL2/NDUFV3/UQCC2/CHCHD2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/STOML2/COX8A/UQCRQ/NDUFS3/UQCC3/COX7A1/IDH3G/COX6C/NDUFA1/COX6A1/NDUFA11/CHCHD10/COX7C/NDUFV1/DNAJC30/ATP5MG/COX7A2/NDUFB7/ATP5F1D/NDUFAB1/COX5B/MDH2/COX5A/UQCRC1/TAFAZZIN/ATP5PD/UQCRH/ATP5PO/COX7B/NDUFA6/UQCRB/NDUFA8/PINK1/COX6A2/ATP5PF/NDUFA12/NDUFC1/IDH3B/NOP53/NUPR1/NDUFS7/NDUFA4/ANTKMT/CYC1/NDUFS4/UQCRHL/UQCRFS1/SHMT2/NDUFB6/SIRT3/ND3/NDUFC2/PPIF/NDUFB3/NDUFB4/UCN/SDHA/MTCO2P12/ABCD1/IDH2",89
"47","C2_Identity__UP","GO:0022904","respiratory electron transport chain","64/2492","113/11518",0.566371681415929,2.61776445688149,9.0803565995433,4.46800566137522e-16,1.80541797993877e-13,1.79950284693768e-13,"SDHAF2/DGUOK/NDUFA2/NDUFS6/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/ETFB/COX4I1/NDUFV3/CHCHD2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/COX8A/UQCRQ/NDUFS3/UQCC3/COX7A1/COX6C/NDUFA1/COX6A1/COX7C/NDUFV1/COX7A2/NDUFB7/NDUFAB1/COX5B/COX5A/UQCRC1/TAFAZZIN/UQCRH/COX7B/NDUFA6/UQCRB/NDUFA8/PINK1/COX6A2/NDUFA12/NDUFC1/NDUFS7/NDUFA4/AIFM2/CYC1/NDUFS4/UQCRHL/UQCRFS1/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/SDHA/MTCO2P12/SLC25A22/SLC25A18",64
"48","C2_Identity__UP","GO:0022900","electron transport chain","78/2492","152/11518",0.513157894736842,2.37181084734308,8.94557453397274,5.66036868054056e-16,2.12385119134854e-13,2.11689276819615e-13,"SDHAF2/DGUOK/NDUFA2/SURF1/NDUFS6/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/ETFB/COX4I1/NDUFV3/CHCHD2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/COX8A/UQCRQ/NDUFS3/UQCC3/COX7A1/COX6C/NDUFA1/COX6A1/COX7C/AKR7A2/NDUFV1/DHRS3/COX7A2/NDUFB7/NDUFAB1/COX5B/COX5A/UQCRC1/TAFAZZIN/UQCRH/COX7B/NDUFA6/GFUS/UQCRB/ALDH4A1/NDUFA8/PINK1/COX6A2/NDUFA12/NDUFC1/IDH3B/ALDH2/NDUFS7/NDUFA4/AIFM2/CYC1/NDUFS4/GLRX2/AKR1B1/UQCRHL/UQCRFS1/NDUFB6/ND3/NDUFC2/QDPR/NDUFB3/NDUFB4/HAAO/CYBA/SDHA/NQO2/MTCO2P12/SLC25A22/PHGDH/SLC25A18",78
"49","C2_Identity__UP","GO:0045333","cellular respiration","99/2492","223/11518",0.443946188340807,2.05191500694599,8.33462381531711,1.55091523607155e-14,5.43130515672256e-12,5.41351044506658e-12,"SDHAF2/ATP5F1E/BLOC1S1/DGUOK/NDUFA2/SURF1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/PARK7/COX6B1/UQCR10/NDUFB2/UQCR11/ETFB/COX4I1/ARL2/NDUFV3/UQCC2/CHCHD2/NDUFB10/NDUFS8/NDUFB9/NDUFS5/COX4I2/NDUFA9/NDUFB1/NDUFB8/STOML2/COX8A/UQCRQ/CHCHD5/NDUFS3/UQCC3/COX7A1/IDH3G/COX6C/NDUFA1/COX6A1/NDUFA11/CHCHD10/COX7C/NDUFV1/DNAJC30/ATP5MG/COX7A2/NDUFB7/ATP5F1D/NDUFAB1/COX5B/PRELID1/MDH2/COX5A/UQCRC1/TAFAZZIN/ATP5PD/UQCRH/ATP5PO/COX7B/NDUFA6/UQCRB/MTLN/NDUFA8/PINK1/COX6A2/ATP5PF/NDUFA12/NDUFC1/IDH3B/NOP53/NUPR1/NDUFS7/NDUFA4/ANTKMT/AIFM2/CYC1/NDUFS4/UQCRHL/UQCRFS1/SHMT2/NDUFB6/TRAP1/TREX1/SIRT3/ND3/NDUFC2/PPIF/NDUFB3/NDUFB4/UCN/SDHA/NFATC4/MTCO2P12/ABCD1/IDH2/SLC25A22/SLC25A18",99
"50","C2_Identity__UP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","42/2492","63/11518",0.666666666666667,3.08132691278759,8.70380326040176,1.85724041944488e-14,6.09755245208996e-12,6.07757489889396e-12,"ATP5F1E/NDUFA2/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/NDUFB2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/NDUFB8/STOML2/NDUFS3/NDUFA1/NDUFA11/NDUFV1/DNAJC30/ATP5MG/NDUFB7/ATP5F1D/NDUFAB1/ATP5PD/ATP5PO/NDUFA6/NDUFA8/ATP5PF/NDUFA12/NDUFC1/NDUFS7/ANTKMT/NDUFS4/NDUFB6/ND3/NDUFC2/NDUFB3/NDUFB4/SDHA",42
"51","C2_Identity__UP","GO:0046034","ATP metabolic process","86/2492","187/11518",0.459893048128342,2.12562123930267,8.15408060995474,7.25575412445795e-14,2.24202802445751e-11,2.23468241579281e-11,"ATP5F1E/NDUFA2/FIS1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/ARL2/NDUFV3/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/EIF6/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/AK1/NDUFV1/DNAJC30/ATP5MG/PGAM2/ATP5MK/NDUFB7/ATP5F1D/ATP5IF1/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/TPI1/BAD/ATP5PO/NDUFA6/ALDOA/TSPO/NDUFA8/PINK1/JMJD8/ATP5PF/NUDT2/GAPDH/SIRT6/NDUFA12/NDUFC1/NUPR1/TMSB4X/HSPA1A/NDUFS7/ANTKMT/GPI/MLST8/NDUFS4/ENO3/ALDOC/GALK1/PKM/NDUFB6/TREX1/ND3/NDUFC2/NDUFB3/NDUFB4/HSPA1B/SLC2A6/ATP5MGL/ENO1/VPS9D1/PFKL/SDHA/TGFB1/DDIT4/UCP2/FBP1/TREM2/MYH6",86
"52","C2_Identity__UP","GO:0009205","purine ribonucleoside triphosphate metabolic process","92/2492","208/11518",0.442307692307692,2.044341894061,7.98618015685625,1.74467740921275e-13,5.09155023921921e-11,5.07486867451709e-11,"ATP5F1E/NDUFA2/FIS1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/ARL2/NDUFV3/ITPA/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/EIF6/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/PGAM2/ATP5MK/NDUFB7/ATP5F1D/ATP5IF1/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/TPI1/BAD/ATP5PO/NDUFA6/ALDOA/TSPO/NDUFA8/PINK1/NME4/JMJD8/ATP5PF/NUDT2/GAPDH/SIRT6/NDUFA12/NDUFC1/NUPR1/TMSB4X/HSPA1A/NME3/IMPDH2/NDUFS7/ANTKMT/GPI/MLST8/NDUFS4/ENO3/ALDOC/GALK1/PKM/NDUFB6/TREX1/ND3/NDUFC2/NDUFB3/NDUFB4/HSPA1B/SLC2A6/ATP5MGL/ENO1/IMPDH1/VPS9D1/PFKL/SDHA/TGFB1/DDIT4/UCP2/FBP1/TREM2/MYH6",92
"53","C2_Identity__UP","GO:0032543","mitochondrial translation","63/2492","123/11518",0.51219512195122,2.36736092080022,8.01077608042583,4.08214798501116e-13,1.12860649290861e-10,1.12490881315488e-10,"MRPL52/MRPL27/COA3/MRPL24/MRPL20/MRPL14/MRPL43/MRPS11/MRPL11/MRPL51/MRPL2/MRPS15/MRPS34/CHCHD1/MRPL23/GADD45GIP1/MRPL54/MRPL55/MRPL28/AURKAIP1/MRPL17/MRPS18A/UQCC2/TUFM/MRPS26/MRPL36/MRPS2/MRPL37/MRPL40/RPUSD3/MRPL9/TACO1/MRPL46/MALSU1/MRPS12/MRPL4/MRPL58/MRPL21/MRPL57/MRPS5/MRPS6/MRPL16/MRPL41/MRPS7/MRPS33/MTIF3/MRPL10/MRPL48/MPV17L2/MRPS16/MRPS17/MRPS18B/TRUB2/MRPL47/MRPL33/MRPL34/MRPS9/SHMT2/PTCD1/TSFM/MRPS28/MRPS23/MRPL12",63
"54","C2_Identity__UP","GO:0009144","purine nucleoside triphosphate metabolic process","93/2492","214/11518",0.434579439252336,2.00862198286854,7.82555736602255,4.60585007621341e-13,1.20972652251745e-10,1.20576306732029e-10,"ATP5F1E/DGUOK/NDUFA2/FIS1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/ARL2/NDUFV3/ITPA/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/EIF6/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/PGAM2/ATP5MK/NDUFB7/ATP5F1D/ATP5IF1/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/TPI1/BAD/ATP5PO/NDUFA6/ALDOA/TSPO/NDUFA8/PINK1/NME4/JMJD8/ATP5PF/NUDT2/GAPDH/SIRT6/NDUFA12/NDUFC1/NUPR1/TMSB4X/HSPA1A/NME3/IMPDH2/NDUFS7/ANTKMT/GPI/MLST8/NDUFS4/ENO3/ALDOC/GALK1/PKM/NDUFB6/TREX1/ND3/NDUFC2/NDUFB3/NDUFB4/HSPA1B/SLC2A6/ATP5MGL/ENO1/IMPDH1/VPS9D1/PFKL/SDHA/TGFB1/DDIT4/UCP2/FBP1/TREM2/MYH6",93
"55","C2_Identity__UP","GO:0009199","ribonucleoside triphosphate metabolic process","93/2492","215/11518",0.432558139534884,1.99927955504125,7.77150992435458,6.42209369936357e-13,1.58219268479143e-10,1.57700891002686e-10,"ATP5F1E/NDUFA2/FIS1/NDUFS6/ATP5ME/ATP5MF/NDUFB11/NDUFA3/AK2/NDUFB2/ARL2/NDUFV3/ITPA/NDUFB10/NDUFS8/NDUFB9/NDUFS5/NDUFA9/NDUFB1/ATP5MC2/EIF6/NDUFB8/STOML2/NDUFS3/ATP5MJ/UQCC3/NDUFA1/NDUFA11/AK1/NME1/NDUFV1/DNAJC30/ATP5MG/PGAM2/ATP5MK/NDUFB7/ATP5F1D/ATP5IF1/NDUFAB1/TAFAZZIN/ATP5MC1/ATP5PD/TPI1/BAD/ATP5PO/NDUFA6/ALDOA/TSPO/NDUFA8/PINK1/NME4/JMJD8/ATP5PF/NUDT2/GAPDH/SIRT6/NDUFA12/NDUFC1/NUPR1/TMSB4X/HSPA1A/NME3/IMPDH2/NDUFS7/ANTKMT/GPI/MLST8/NDUFS4/ENO3/ALDOC/GALK1/PKM/NDUFB6/TREX1/ND3/NDUFC2/NDUFB3/NDUFB4/HSPA1B/SLC2A6/ATP5MGL/ENO1/IMPDH1/UCKL1/VPS9D1/PFKL/SDHA/TGFB1/DDIT4/UCP2/FBP1/TREM2/MYH6",93
